time,current
2018-01-24T09:33:44.732687Z,0.3238567
2018-01-24T09:33:44.774838Z,0.3583361
2018-01-24T09:33:44.838019Z,0.3240449
2018-01-24T09:33:44.877985Z,0.3649872
2018-01-24T09:33:44.917914Z,0.3490812
2018-01-24T09:33:44.956240Z,0.3465878
2018-01-24T09:33:44.994577Z,0.3582995
2018-01-24T09:33:45.034361Z,0.3243549
2018-01-24T09:33:45.072358Z,0.3678583
2018-01-24T09:33:45.112435Z,0.3650527
2018-01-24T09:33:45.170400Z,0.3475456
2018-01-24T09:33:45.208466Z,0.3756078
2018-01-24T09:33:45.248467Z,0.3238576
2018-01-24T09:33:45.288943Z,0.3698127
2018-01-24T09:33:45.328536Z,0.3572716
2018-01-24T09:33:45.368537Z,0.3230979
2018-01-24T09:33:45.408585Z,0.3746748
2018-01-24T09:33:45.448721Z,0.3266551
2018-01-24T09:33:45.506606Z,0.3762203
2018-01-24T09:33:45.544774Z,0.3481917
2018-01-24T09:33:45.584685Z,0.3233636
2018-01-24T09:33:45.624822Z,0.3759977
2018-01-24T09:33:45.664912Z,0.3303359
2018-01-24T09:33:45.704833Z,0.3681703
2018-01-24T09:33:45.744896Z,0.3702607
2018-01-24T09:33:45.784575Z,0.3238083
2018-01-24T09:33:45.842152Z,0.378472
2018-01-24T09:33:45.880331Z,0.3750767
2018-01-24T09:33:45.920286Z,0.3723491
2018-01-24T09:33:45.958623Z,0.3693399
2018-01-24T09:33:45.998614Z,0.3588254
2018-01-24T09:33:46.036616Z,0.3237616
2018-01-24T09:33:46.073856Z,0.3752175
2018-01-24T09:33:46.112836Z,0.3485709
2018-01-24T09:33:46.152540Z,0.3258182
2018-01-24T09:33:46.190713Z,0.3752879
2018-01-24T09:33:46.230895Z,0.3236154
2018-01-24T09:33:46.270619Z,0.348876
2018-01-24T09:33:46.309366Z,0.3766025
2018-01-24T09:33:46.348896Z,0.3237037
2018-01-24T09:33:46.386509Z,0.3673454
2018-01-24T09:33:46.426366Z,0.3533755
2018-01-24T09:33:46.466169Z,0.3244774
2018-01-24T09:33:46.514793Z,0.3428445
2018-01-24T09:33:46.554802Z,0.334763
2018-01-24T09:33:46.593977Z,0.3263749
2018-01-24T09:33:46.631985Z,0.3690589
2018-01-24T09:33:46.671155Z,0.3753077
2018-01-24T09:33:46.711625Z,0.3664844
2018-01-24T09:33:46.752187Z,0.3754954
2018-01-24T09:33:46.792388Z,0.3516182
2018-01-24T09:33:46.850802Z,0.3711089
2018-01-24T09:33:46.890435Z,0.3755702
2018-01-24T09:33:46.930525Z,0.3241046
2018-01-24T09:33:46.970887Z,0.37507
2018-01-24T09:33:47.010192Z,0.3442642
2018-01-24T09:33:47.048227Z,0.3369172
2018-01-24T09:33:47.086663Z,0.377203
2018-01-24T09:33:47.126242Z,0.3771079
2018-01-24T09:33:47.163950Z,0.3609999
2018-01-24T09:33:47.202137Z,0.3764613
2018-01-24T09:33:47.240557Z,0.3252278
2018-01-24T09:33:47.278876Z,0.3689387
2018-01-24T09:33:47.316769Z,0.3623931
2018-01-24T09:33:47.356768Z,0.3227612
2018-01-24T09:33:47.396475Z,0.3760005
2018-01-24T09:33:47.433495Z,0.3366441
2018-01-24T09:33:47.470441Z,0.3269753
2018-01-24T09:33:47.522008Z,0.341248
2018-01-24T09:33:47.560149Z,0.3250162
2018-01-24T09:33:47.598752Z,0.370292
2018-01-24T09:33:47.637892Z,0.3649797
2018-01-24T09:33:47.675861Z,0.3606606
2018-01-24T09:33:47.713961Z,0.3697076
2018-01-24T09:33:47.752962Z,0.3249986
2018-01-24T09:33:47.792965Z,0.3642027
2018-01-24T09:33:47.833834Z,0.374689
2018-01-24T09:33:47.872397Z,0.3240136
2018-01-24T09:33:47.912831Z,0.3372425
2018-01-24T09:33:47.952793Z,0.3572842
2018-01-24T09:33:47.993142Z,0.3666164
2018-01-24T09:33:48.034867Z,0.368551
2018-01-24T09:33:48.076327Z,0.3313066
2018-01-24T09:33:48.116370Z,0.3237238
2018-01-24T09:33:48.169802Z,0.3751354
2018-01-24T09:33:48.212488Z,0.3254846
2018-01-24T09:33:48.252856Z,0.3762917
2018-01-24T09:33:48.293150Z,0.3679532
2018-01-24T09:33:48.332815Z,0.3240641
2018-01-24T09:33:48.374595Z,0.3749584
2018-01-24T09:33:48.414814Z,0.3237604
2018-01-24T09:33:48.454824Z,0.3535304
2018-01-24T09:33:48.505384Z,0.3755746
2018-01-24T09:33:48.544673Z,0.3238624
2018-01-24T09:33:48.582861Z,0.3746572
2018-01-24T09:33:48.623072Z,0.3306294
2018-01-24T09:33:48.662392Z,0.3427763
2018-01-24T09:33:48.699859Z,0.3762695
2018-01-24T09:33:48.738906Z,0.3235465
2018-01-24T09:33:48.776394Z,0.3587343
2018-01-24T09:33:48.813766Z,0.3759764
2018-01-24T09:33:48.868768Z,0.3238809
2018-01-24T09:33:48.910952Z,0.3638143
2018-01-24T09:33:48.950954Z,0.3228869
2018-01-24T09:33:48.993084Z,0.3695067
2018-01-24T09:33:49.032457Z,0.3517708
2018-01-24T09:33:49.072467Z,0.3372366
2018-01-24T09:33:49.112563Z,0.3678395
2018-01-24T09:33:49.154484Z,0.3245718
2018-01-24T09:33:49.204212Z,0.3354147
2018-01-24T09:33:49.244310Z,0.3602685
2018-01-24T09:33:49.284969Z,0.3661279
2018-01-24T09:33:49.324155Z,0.3623514
2018-01-24T09:33:49.362453Z,0.3299274
2018-01-24T09:33:49.402867Z,0.3333984
2018-01-24T09:33:49.442863Z,0.3748304
2018-01-24T09:33:49.482866Z,0.3631774
2018-01-24T09:33:49.542909Z,0.3682771
2018-01-24T09:33:49.584822Z,0.3676054
2018-01-24T09:33:49.624326Z,0.3241129
2018-01-24T09:33:49.664171Z,0.3753138
2018-01-24T09:33:49.702264Z,0.3285617
2018-01-24T09:33:49.740135Z,0.3379479
2018-01-24T09:33:49.780892Z,0.3758419
2018-01-24T09:33:49.820503Z,0.3245987
2018-01-24T09:33:49.876692Z,0.3746282
2018-01-24T09:33:49.918778Z,0.3230402
2018-01-24T09:33:49.958845Z,0.3477616
2018-01-24T09:33:49.998896Z,0.3754722
2018-01-24T09:33:50.038898Z,0.3229367
2018-01-24T09:33:50.080891Z,0.3748768
2018-01-24T09:33:50.120972Z,0.3487564
2018-01-24T09:33:50.160224Z,0.3292862
2018-01-24T09:33:50.212362Z,0.3412772
2018-01-24T09:33:50.252546Z,0.3246644
2018-01-24T09:33:50.293176Z,0.3696303
2018-01-24T09:33:50.332395Z,0.339125
2018-01-24T09:33:50.374581Z,0.3575818
2018-01-24T09:33:50.416871Z,0.3758793
2018-01-24T09:33:50.458895Z,0.3237728
2018-01-24T09:33:50.499087Z,0.3322096
2018-01-24T09:33:50.549084Z,0.3321172
2018-01-24T09:33:50.590515Z,0.3475835
2018-01-24T09:33:50.632558Z,0.3754636
2018-01-24T09:33:50.672557Z,0.3563058
2018-01-24T09:33:50.712901Z,0.3334419
2018-01-24T09:33:50.759939Z,0.353626
2018-01-24T09:33:50.802004Z,0.3246952
2018-01-24T09:33:50.858414Z,0.3754219
2018-01-24T09:33:50.898822Z,0.3285742
2018-01-24T09:33:50.938305Z,0.3603293
2018-01-24T09:33:50.978382Z,0.3752269
2018-01-24T09:33:51.018976Z,0.3229549
2018-01-24T09:33:51.058971Z,0.3757174
2018-01-24T09:33:51.096602Z,0.3482656
2018-01-24T09:33:51.136836Z,0.3280626
2018-01-24T09:33:51.174323Z,0.3759952
2018-01-24T09:33:51.222281Z,0.3253844
2018-01-24T09:33:51.259904Z,0.3703902
2018-01-24T09:33:51.300884Z,0.3705596
2018-01-24T09:33:51.340333Z,0.3235995
2018-01-24T09:33:51.380478Z,0.375383
2018-01-24T09:33:51.420249Z,0.334665
2018-01-24T09:33:51.460161Z,0.3327152
2018-01-24T09:33:51.498563Z,0.3580028
2018-01-24T09:33:51.558297Z,0.3343037
2018-01-24T09:33:51.598723Z,0.374137
2018-01-24T09:33:51.639030Z,0.3245904
2018-01-24T09:33:51.676486Z,0.3666914
2018-01-24T09:33:51.716896Z,0.3749683
2018-01-24T09:33:51.756247Z,0.3291377
2018-01-24T09:33:51.794934Z,0.3370504
2018-01-24T09:33:51.840563Z,0.3523476
2018-01-24T09:33:51.892718Z,0.3267127
2018-01-24T09:33:51.932706Z,0.3748066
2018-01-24T09:33:51.972882Z,0.370842
2018-01-24T09:33:52.012207Z,0.344589
2018-01-24T09:33:52.050349Z,0.3427553
2018-01-24T09:33:52.088541Z,0.3321814
2018-01-24T09:33:52.128870Z,0.3687104
2018-01-24T09:33:52.168698Z,0.3645744
2018-01-24T09:33:52.208497Z,0.3246055
2018-01-24T09:33:52.248644Z,0.3759955
2018-01-24T09:33:52.288597Z,0.3324259
2018-01-24T09:33:52.328541Z,0.3351534
2018-01-24T09:33:52.368149Z,0.3760886
2018-01-24T09:33:52.406738Z,0.3251876
2018-01-24T09:33:52.443143Z,0.3620608
2018-01-24T09:33:52.482459Z,0.3752007
2018-01-24T09:33:52.539620Z,0.3242429
2018-01-24T09:33:52.578748Z,0.374838
2018-01-24T09:33:52.620800Z,0.32296
2018-01-24T09:33:52.660647Z,0.3639645
2018-01-24T09:33:52.700049Z,0.3670545
2018-01-24T09:33:52.740294Z,0.3230034
2018-01-24T09:33:52.780081Z,0.3748748
2018-01-24T09:33:52.820358Z,0.3238359
2018-01-24T09:33:52.875926Z,0.3539436
2018-01-24T09:33:52.914486Z,0.3504931
2018-01-24T09:33:52.954291Z,0.3405982
2018-01-24T09:33:52.993035Z,0.3651924
2018-01-24T09:33:53.033152Z,0.3248328
2018-01-24T09:33:53.072523Z,0.355679
2018-01-24T09:33:53.110943Z,0.3747519
2018-01-24T09:33:53.149203Z,0.3320805
2018-01-24T09:33:53.188955Z,0.326225
2018-01-24T09:33:53.238418Z,0.3428002
2018-01-24T09:33:53.275748Z,0.3442614
2018-01-24T09:33:53.314530Z,0.3693892
2018-01-24T09:33:53.354790Z,0.3458093
2018-01-24T09:33:53.394700Z,0.3256585
2018-01-24T09:33:53.433950Z,0.3748696
2018-01-24T09:33:53.472872Z,0.3541556
2018-01-24T09:33:53.510073Z,0.3303104
2018-01-24T09:33:53.548425Z,0.3754917
2018-01-24T09:33:53.586243Z,0.3232895
2018-01-24T09:33:53.624545Z,0.3455572
2018-01-24T09:33:53.664902Z,0.375843
2018-01-24T09:33:53.702326Z,0.3233952
2018-01-24T09:33:53.740654Z,0.367263
2018-01-24T09:33:53.779902Z,0.3655547
2018-01-24T09:33:53.818529Z,0.3236972
2018-01-24T09:33:53.858769Z,0.3760026
2018-01-24T09:33:53.911989Z,0.3242788
2018-01-24T09:33:53.950014Z,0.3622471
2018-01-24T09:33:53.990618Z,0.3762872
2018-01-24T09:33:54.030135Z,0.3241
2018-01-24T09:33:54.073134Z,0.3753954
2018-01-24T09:33:54.113360Z,0.3243948
2018-01-24T09:33:54.155189Z,0.3558735
2018-01-24T09:33:54.194614Z,0.3748858
2018-01-24T09:33:54.244622Z,0.3355542
2018-01-24T09:33:54.287085Z,0.3679363
2018-01-24T09:33:54.328200Z,0.3252086
2018-01-24T09:33:54.370274Z,0.3488717
2018-01-24T09:33:54.411098Z,0.3745754
2018-01-24T09:33:54.453149Z,0.3530443
2018-01-24T09:33:54.492986Z,0.3508434
2018-01-24T09:33:54.553685Z,0.3336937
2018-01-24T09:33:54.595596Z,0.3374167
2018-01-24T09:33:54.636857Z,0.3454436
2018-01-24T09:33:54.676225Z,0.3320687
2018-01-24T09:33:54.716720Z,0.3716289
2018-01-24T09:33:54.753569Z,0.3680252
2018-01-24T09:33:54.794808Z,0.324031
2018-01-24T09:33:54.836155Z,0.3742674
2018-01-24T09:33:54.890928Z,0.326144
2018-01-24T09:33:54.930865Z,0.374478
2018-01-24T09:33:54.969982Z,0.3589216
2018-01-24T09:33:55.010563Z,0.3235308
2018-01-24T09:33:55.048668Z,0.3751407
2018-01-24T09:33:55.086875Z,0.3306117
2018-01-24T09:33:55.126428Z,0.3321127
2018-01-24T09:33:55.166814Z,0.3764751
2018-01-24T09:33:55.206934Z,0.3242061
2018-01-24T09:33:55.252648Z,0.3770725
2018-01-24T09:33:55.293050Z,0.3552013
2018-01-24T09:33:55.332997Z,0.3230121
2018-01-24T09:33:55.372560Z,0.373745
2018-01-24T09:33:55.409976Z,0.324742
2018-01-24T09:33:55.448660Z,0.3592354
2018-01-24T09:33:55.488559Z,0.3746573
2018-01-24T09:33:55.528403Z,0.3235423
2018-01-24T09:33:55.570467Z,0.3500603
2018-01-24T09:33:55.610953Z,0.346344
2018-01-24T09:33:55.650669Z,0.3670181
2018-01-24T09:33:55.691104Z,0.3724113
2018-01-24T09:33:55.732422Z,0.3243069
2018-01-24T09:33:55.780416Z,0.3347437
2018-01-24T09:33:55.818413Z,0.3541377
2018-01-24T09:33:55.858035Z,0.3575091
2018-01-24T09:33:55.900644Z,0.36057
2018-01-24T09:33:55.939866Z,0.3446666
2018-01-24T09:33:55.978820Z,0.3241973
2018-01-24T09:33:56.016378Z,0.3755754
2018-01-24T09:33:56.056695Z,0.3619766
2018-01-24T09:33:56.094698Z,0.3348609
2018-01-24T09:33:56.134204Z,0.3762543
2018-01-24T09:33:56.172519Z,0.3280787
2018-01-24T09:33:56.212513Z,0.3481354
2018-01-24T09:33:56.260522Z,0.3645766
2018-01-24T09:33:56.300770Z,0.3235742
2018-01-24T09:33:56.342454Z,0.3749883
2018-01-24T09:33:56.382454Z,0.3294631
2018-01-24T09:33:56.422468Z,0.317134
2018-01-24T09:33:56.463785Z,0.3342343
2018-01-24T09:33:56.504634Z,0.3438333
2018-01-24T09:33:56.544192Z,0.365146
2018-01-24T09:33:56.599172Z,0.323969
2018-01-24T09:33:56.638880Z,0.3470773
2018-01-24T09:33:56.676960Z,0.376496
2018-01-24T09:33:56.716402Z,0.3254155
2018-01-24T09:33:56.756543Z,0.3534994
2018-01-24T09:33:56.796528Z,0.3662453
2018-01-24T09:33:56.836859Z,0.3478814
2018-01-24T09:33:56.876200Z,0.3547354
2018-01-24T09:33:56.932877Z,0.3387874
2018-01-24T09:33:56.972307Z,0.3288515
2018-01-24T09:33:57.012338Z,0.3613586
2018-01-24T09:33:57.052312Z,0.3560829
2018-01-24T09:33:57.092931Z,0.3608234
2018-01-24T09:33:57.133157Z,0.3494917
2018-01-24T09:33:57.174216Z,0.3246492
2018-01-24T09:33:57.214323Z,0.376833
2018-01-24T09:33:57.270899Z,0.3248269
2018-01-24T09:33:57.312587Z,0.3733121
2018-01-24T09:33:57.354507Z,0.3498888
2018-01-24T09:33:57.394465Z,0.3236569
2018-01-24T09:33:57.432732Z,0.3754357
2018-01-24T09:33:57.473004Z,0.325103
2018-01-24T09:33:57.514612Z,0.3474714
2018-01-24T09:33:57.554821Z,0.3753647
2018-01-24T09:33:57.605209Z,0.3234362
2018-01-24T09:33:57.646422Z,0.376612
2018-01-24T09:33:57.688612Z,0.3263664
2018-01-24T09:33:57.727111Z,0.3495099
2018-01-24T09:33:57.766380Z,0.3757806
2018-01-24T09:33:57.806839Z,0.3245004
2018-01-24T09:33:57.846558Z,0.3728911
2018-01-24T09:33:57.886516Z,0.3233022
2018-01-24T09:33:57.939995Z,0.3707155
2018-01-24T09:33:57.978124Z,0.3726216
2018-01-24T09:33:58.015653Z,0.3240512
2018-01-24T09:33:58.054769Z,0.3521165
2018-01-24T09:33:58.094724Z,0.3512662
2018-01-24T09:33:58.134448Z,0.3595231
2018-01-24T09:33:58.174043Z,0.3693251
2018-01-24T09:33:58.213108Z,0.3239177
2018-01-24T09:33:58.252048Z,0.3411783
2018-01-24T09:33:58.292493Z,0.3769687
2018-01-24T09:33:58.332620Z,0.3593756
2018-01-24T09:33:58.372366Z,0.3301867
2018-01-24T09:33:58.412301Z,0.3577183
2018-01-24T09:33:58.450527Z,0.3414669
2018-01-24T09:33:58.489109Z,0.3572496
2018-01-24T09:33:58.528611Z,0.3590681
2018-01-24T09:33:58.586415Z,0.3234342
2018-01-24T09:33:58.626430Z,0.3765532
2018-01-24T09:33:58.664389Z,0.3250153
2018-01-24T09:33:58.702933Z,0.3592769
2018-01-24T09:33:58.742928Z,0.3761147
2018-01-24T09:33:58.783013Z,0.3248677
2018-01-24T09:33:58.823026Z,0.3765318
2018-01-24T09:33:58.862710Z,0.344054
2018-01-24T09:33:58.921246Z,0.3286164
2018-01-24T09:33:58.963596Z,0.3620315
2018-01-24T09:33:59.005075Z,0.3230549
2018-01-24T09:33:59.046490Z,0.37536
2018-01-24T09:33:59.088476Z,0.3249955
2018-01-24T09:33:59.130676Z,0.3579018
2018-01-24T09:33:59.170652Z,0.3347849
2018-01-24T09:33:59.210749Z,0.3248423
2018-01-24T09:33:59.259992Z,0.3709386
2018-01-24T09:33:59.303629Z,0.3251402
2018-01-24T09:33:59.344648Z,0.3535478
2018-01-24T09:33:59.386527Z,0.3635123
2018-01-24T09:33:59.428724Z,0.3563188
2018-01-24T09:33:59.470708Z,0.3705374
2018-01-24T09:33:59.510624Z,0.323388
2018-01-24T09:33:59.550791Z,0.3384949
2018-01-24T09:33:59.595714Z,0.3748565
2018-01-24T09:33:59.634496Z,0.36918
2018-01-24T09:33:59.672550Z,0.3490344
2018-01-24T09:33:59.712364Z,0.3444815
2018-01-24T09:33:59.752245Z,0.3316113
2018-01-24T09:33:59.790717Z,0.3740045
2018-01-24T09:33:59.828819Z,0.3765513
2018-01-24T09:33:59.869011Z,0.3779742
2018-01-24T09:33:59.908973Z,0.3659874
2018-01-24T09:33:59.956821Z,0.3697072
2018-01-24T09:33:59.995028Z,0.3232329
2018-01-24T09:34:00.033088Z,0.3752244
2018-01-24T09:34:00.073015Z,0.3467445
2018-01-24T09:34:00.114701Z,0.33089
2018-01-24T09:34:00.154679Z,0.3632667
2018-01-24T09:34:00.194548Z,0.3253723
2018-01-24T09:34:00.236675Z,0.371173
2018-01-24T09:34:00.293164Z,0.3248212
2018-01-24T09:34:00.332745Z,0.3691158
2018-01-24T09:34:00.372831Z,0.3758043
2018-01-24T09:34:00.412343Z,0.3350342
2018-01-24T09:34:00.452809Z,0.3394032
2018-01-24T09:34:00.494699Z,0.3491506
2018-01-24T09:34:00.534886Z,0.3586642
2018-01-24T09:34:00.574906Z,0.3724142
2018-01-24T09:34:00.626157Z,0.368202
2018-01-24T09:34:00.667153Z,0.3381263
2018-01-24T09:34:00.706934Z,0.3520003
2018-01-24T09:34:00.749118Z,0.3270636
2018-01-24T09:34:00.790349Z,0.3712226
2018-01-24T09:34:00.830657Z,0.3634479
2018-01-24T09:34:00.871052Z,0.3246441
2018-01-24T09:34:00.913211Z,0.373957
2018-01-24T09:34:00.963185Z,0.3238393
2018-01-24T09:34:01.001971Z,0.3728316
2018-01-24T09:34:01.041005Z,0.3662912
2018-01-24T09:34:01.081107Z,0.3232699
2018-01-24T09:34:01.121970Z,0.374138
2018-01-24T09:34:01.162063Z,0.3312987
2018-01-24T09:34:01.202800Z,0.3451459
2018-01-24T09:34:01.242148Z,0.3726323
2018-01-24T09:34:01.300803Z,0.3287791
2018-01-24T09:34:01.341147Z,0.3764176
2018-01-24T09:34:01.381152Z,0.3244627
2018-01-24T09:34:01.420929Z,0.3602233
2018-01-24T09:34:01.463037Z,0.3332123
2018-01-24T09:34:01.505124Z,0.3279068
2018-01-24T09:34:01.551133Z,0.3691553
2018-01-24T09:34:01.610763Z,0.323199
2018-01-24T09:34:01.650088Z,0.3671511
2018-01-24T09:34:01.690164Z,0.3243498
2018-01-24T09:34:01.729988Z,0.3559168
2018-01-24T09:34:01.770472Z,0.3747288
2018-01-24T09:34:01.812783Z,0.3484704
2018-01-24T09:34:01.853259Z,0.3394665
2018-01-24T09:34:01.892635Z,0.3516048
2018-01-24T09:34:01.946489Z,0.3498507
2018-01-24T09:34:01.986878Z,0.3758923
2018-01-24T09:34:02.026693Z,0.3680912
2018-01-24T09:34:02.066628Z,0.3357542
2018-01-24T09:34:02.106965Z,0.3630106
2018-01-24T09:34:02.146830Z,0.324745
2018-01-24T09:34:02.186316Z,0.3726019
2018-01-24T09:34:02.226997Z,0.3737467
2018-01-24T09:34:02.282932Z,0.3242338
2018-01-24T09:34:02.322956Z,0.3735347
2018-01-24T09:34:02.360996Z,0.3243386
2018-01-24T09:34:02.399224Z,0.3696059
2018-01-24T09:34:02.438692Z,0.3710189
2018-01-24T09:34:02.478973Z,0.3245634
2018-01-24T09:34:02.518579Z,0.3752964
2018-01-24T09:34:02.559015Z,0.3421949
2018-01-24T09:34:02.618780Z,0.3320023
2018-01-24T09:34:02.661623Z,0.3242784
2018-01-24T09:34:02.702838Z,0.3310446
2018-01-24T09:34:02.744619Z,0.35878
2018-01-24T09:34:02.785355Z,0.3255863
2018-01-24T09:34:02.825863Z,0.3686308
2018-01-24T09:34:02.865754Z,0.3462273
2018-01-24T09:34:02.906029Z,0.3506207
2018-01-24T09:34:02.954949Z,0.3701262
2018-01-24T09:34:02.993207Z,0.3251179
2018-01-24T09:34:03.032415Z,0.3382403
2018-01-24T09:34:03.072816Z,0.3630782
2018-01-24T09:34:03.112777Z,0.3645106
2018-01-24T09:34:03.152728Z,0.3546824
2018-01-24T09:34:03.193001Z,0.3336563
2018-01-24T09:34:03.232930Z,0.3322041
2018-01-24T09:34:03.270933Z,0.3767128
2018-01-24T09:34:03.318841Z,0.3656706
2018-01-24T09:34:03.358768Z,0.3345768
2018-01-24T09:34:03.400747Z,0.37532
2018-01-24T09:34:03.440392Z,0.3390368
2018-01-24T09:34:03.478484Z,0.369094
2018-01-24T09:34:03.518683Z,0.3625731
2018-01-24T09:34:03.560894Z,0.3242146
2018-01-24T09:34:03.602915Z,0.3765528
2018-01-24T09:34:03.652923Z,0.323246
2018-01-24T09:34:03.692515Z,0.3720483
2018-01-24T09:34:03.732856Z,0.362665
2018-01-24T09:34:03.770972Z,0.3240997
2018-01-24T09:34:03.810763Z,0.3748918
2018-01-24T09:34:03.852697Z,0.3321369
2018-01-24T09:34:03.892876Z,0.3361581
2018-01-24T09:34:03.932979Z,0.3551079
2018-01-24T09:34:03.990769Z,0.3253195
2018-01-24T09:34:04.033285Z,0.3670319
2018-01-24T09:34:04.073289Z,0.3246511
2018-01-24T09:34:04.113388Z,0.3749588
2018-01-24T09:34:04.153308Z,0.3746532
2018-01-24T09:34:04.195683Z,0.3394182
2018-01-24T09:34:04.236556Z,0.345252
2018-01-24T09:34:04.279029Z,0.3417482
2018-01-24T09:34:04.326741Z,0.3266997
2018-01-24T09:34:04.366292Z,0.3748672
2018-01-24T09:34:04.407223Z,0.370577
2018-01-24T09:34:04.446199Z,0.3401312
2018-01-24T09:34:04.486220Z,0.35329
2018-01-24T09:34:04.527199Z,0.3258489
2018-01-24T09:34:04.569333Z,0.3716685
2018-01-24T09:34:04.608881Z,0.3651831
2018-01-24T09:34:04.660155Z,0.3383876
2018-01-24T09:34:04.700166Z,0.3762775
2018-01-24T09:34:04.739102Z,0.3240747
2018-01-24T09:34:04.778997Z,0.3620558
2018-01-24T09:34:04.818842Z,0.3711914
2018-01-24T09:34:04.860218Z,0.3264138
2018-01-24T09:34:04.903263Z,0.3757994
2018-01-24T09:34:04.944150Z,0.3295889
2018-01-24T09:34:04.999184Z,0.3741339
2018-01-24T09:34:05.040777Z,0.3557985
2018-01-24T09:34:05.082833Z,0.3291551
2018-01-24T09:34:05.124914Z,0.3680262
2018-01-24T09:34:05.164116Z,0.3248226
2018-01-24T09:34:05.202355Z,0.371168
2018-01-24T09:34:05.243044Z,0.3767332
2018-01-24T09:34:05.283190Z,0.324508
2018-01-24T09:34:05.336828Z,0.3749146
2018-01-24T09:34:05.376734Z,0.3247989
2018-01-24T09:34:05.416986Z,0.3476346
2018-01-24T09:34:05.456631Z,0.3732748
2018-01-24T09:34:05.496563Z,0.3548801
2018-01-24T09:34:05.536904Z,0.3469218
2018-01-24T09:34:05.574953Z,0.3443482
2018-01-24T09:34:05.613381Z,0.3483991
2018-01-24T09:34:05.671455Z,0.3661951
2018-01-24T09:34:05.710806Z,0.352152
2018-01-24T09:34:05.749077Z,0.3472308
2018-01-24T09:34:05.788466Z,0.3608309
2018-01-24T09:34:05.830205Z,0.3247235
2018-01-24T09:34:05.870760Z,0.3765723
2018-01-24T09:34:05.911096Z,0.3558712
2018-01-24T09:34:05.950455Z,0.3268298
2018-01-24T09:34:06.008739Z,0.3729657
2018-01-24T09:34:06.050641Z,0.3244938
2018-01-24T09:34:06.092656Z,0.3755721
2018-01-24T09:34:06.133174Z,0.3447711
2018-01-24T09:34:06.172774Z,0.3425499
2018-01-24T09:34:06.213094Z,0.3734751
2018-01-24T09:34:06.252496Z,0.325343
2018-01-24T09:34:06.291004Z,0.3633798
2018-01-24T09:34:06.344751Z,0.3255389
2018-01-24T09:34:06.383017Z,0.3328062
2018-01-24T09:34:06.422486Z,0.3620554
2018-01-24T09:34:06.464069Z,0.3242362
2018-01-24T09:34:06.503470Z,0.3627538
2018-01-24T09:34:06.542326Z,0.3353729
2018-01-24T09:34:06.582425Z,0.325181
2018-01-24T09:34:06.620986Z,0.3688641
2018-01-24T09:34:06.680818Z,0.3376825
2018-01-24T09:34:06.720351Z,0.3304171
2018-01-24T09:34:06.760919Z,0.3586661
2018-01-24T09:34:06.800162Z,0.3645867
2018-01-24T09:34:06.838433Z,0.3610576
2018-01-24T09:34:06.876862Z,0.3382878
2018-01-24T09:34:06.916763Z,0.3253956
